"","rules","support","confidence","coverage","lift","count"
"1","{} => {만족감=만족}",0.343381929000906,0.343381929000906,1,1,12507
"2","{교육정도=전문대} => {만족감=만족}",0.0552947313510694,0.354952414522383,0.155780688026796,1.03369567395449,2014
"3","{소득.만족도=만족} => {만족감=만족}",0.112017132031958,0.592076621680453,0.189193641380446,1.72425096277821,4080
"4","{기부경험=있음} => {만족감=만족}",0.102874557285232,0.486244484817026,0.211569612607418,1.41604564407856,3747
"5","{혼인상태=미혼} => {만족감=만족}",0.0920297614144908,0.36019772189985,0.255497899678774,1.04897110616121,3352
"6","{교육정도=4년제} => {만족감=만족}",0.12349339702935,0.453564586064334,0.272273014304148,1.32087494348934,4498
"7","{생활수준.변화=좋아짐} => {만족감=만족}",0.139527221810395,0.445594037702762,0.31312632128051,1.29766303951769,5082
"8","{생활수준.변화=그대로} => {만족감=만족}",0.145237899129671,0.308778893299089,0.470362133816544,0.899228722366094,5290
"9","{소득.만족도=보통} => {만족감=만족}",0.167311863383027,0.348268373528403,0.480410729484117,1.01423034852683,6094
"10","{인간관계=만족} => {만족감=만족}",0.263075529198583,0.50280736737157,0.52321335419927,1.46428022241742,9582
"11","{계층의식=중산층} => {만족감=만족}",0.257227575982209,0.437865121278684,0.587458474041128,1.27515481828844,9369
"12","{혼인상태=기혼} => {만족감=만족}",0.221975125607446,0.365969581749049,0.606539823737748,1.06577996930084,8085
"13","{기부경험=없음} => {만족감=만족}",0.240507371715674,0.305045791691333,0.788430387392582,0.888357149658064,8760
"14","{기억.집중.가능.여부=가능} => {만족감=만족}",0.306427257502128,0.364143556280587,0.841501249210664,1.06046220119995,11161
"15","{자기개발.가능여부=가능} => {만족감=만족}",0.336435768607748,0.353212463609374,0.952502539604096,1.02862857296268,12254
"16","{기억.집중.가능.여부=가능,교육정도=전문대} => {만족감=만족}",0.0504626197732202,0.362310270057165,0.139280125195618,1.05512328826194,1838
"17","{자기개발.가능여부=가능,교육정도=전문대} => {만족감=만족}",0.0549927243774538,0.357423269093505,0.153858825467424,1.04089131927662,2003
"18","{생활수준.변화=좋아짐,소득.만족도=만족} => {만족감=만족}",0.0562282074513357,0.677472709229243,0.0829970073854433,1.97294223141095,2048
"19","{인간관계=만족,소득.만족도=만족} => {만족감=만족}",0.0918650303379733,0.690323911697957,0.133075254646789,2.01036762099422,3346
"20","{계층의식=중산층,소득.만족도=만족} => {만족감=만족}",0.0900255333168602,0.631305352329611,0.142602201905389,1.83849323162241,3279
"21","{소득.만족도=만족,혼인상태=기혼} => {만족감=만족}",0.0855228838920462,0.623124624924985,0.137248441918568,1.81466924231572,3115
"22","{기부경험=없음,소득.만족도=만족} => {만족감=만족}",0.0658100650687752,0.536241610738255,0.122724652005601,1.56164773230347,2397
"23","{기억.집중.가능.여부=가능,소득.만족도=만족} => {만족감=만족}",0.101144880981797,0.607019278299555,0.166625483897537,1.76776710430197,3684
"24","{자기개발.가능여부=가능,소득.만족도=만족} => {만족감=만족}",0.1105345523433,0.597772828507795,0.184910633390989,1.7408395084944,4026
"25","{기부경험=있음,교육정도=4년제} => {만족감=만족}",0.0509842681821926,0.575635461872288,0.0885704088076216,1.67637086653669,1857
"26","{인간관계=만족,기부경험=있음} => {만족감=만족}",0.081514427696785,0.604684317718941,0.134804930950224,1.76096721070416,2969
"27","{기부경험=있음,계층의식=중산층} => {만족감=만족}",0.0827224555912473,0.54278508376869,0.152403700958186,1.58070369441969,3013
"28","{기부경험=있음,혼인상태=기혼} => {만족감=만족}",0.0809927792878126,0.513937282229965,0.15759272986849,1.49669286244999,2950
"29","{기억.집중.가능.여부=가능,기부경험=있음} => {만족감=만족}",0.0901902643933778,0.505073800738007,0.178568486945062,1.47088055043419,3285
"30","{자기개발.가능여부=가능,기부경험=있음} => {만족감=만족}",0.101721439749609,0.492097224066941,0.20671004585015,1.43309004495004,3705
"31","{생활수준.변화=그대로,혼인상태=미혼} => {만족감=만족}",0.0554045520687478,0.36498462651474,0.151799687010955,1.06291157364247,2018
"32","{소득.만족도=보통,혼인상태=미혼} => {만족감=만족}",0.0616094226175768,0.388369678089304,0.158636026686434,1.13101373511208,2244
"33","{인간관계=만족,혼인상태=미혼} => {만족감=만족}",0.0768470471954534,0.52376497005988,0.146720478818329,1.52531314499808,2799
"34","{계층의식=중산층,혼인상태=미혼} => {만족감=만족}",0.0673750102956923,0.444806960304513,0.151470224857919,1.29537090550662,2454
"35","{기부경험=없음,혼인상태=미혼} => {만족감=만족}",0.0757488400186695,0.345479589281242,0.219257062844906,1.00610882548898,2759
"36","{기억.집중.가능.여부=가능,혼인상태=미혼} => {만족감=만족}",0.0883233121928452,0.367993594143217,0.240013178486121,1.0716743167409,3217
"37","{자기개발.가능여부=가능,혼인상태=미혼} => {만족감=만족}",0.0916453889026165,0.363220892274211,0.252313098866101,1.05777521062634,3338
"38","{생활수준.변화=좋아짐,교육정도=4년제} => {만족감=만족}",0.0528237652033056,0.590727663494013,0.0894215193696291,1.72032251438734,1924
"39","{소득.만족도=보통,교육정도=4년제} => {만족감=만족}",0.05320813771518,0.423051735428946,0.125772176921176,1.23201514028372,1938
"40","{인간관계=만족,교육정도=4년제} => {만족감=만족}",0.0982071767839003,0.59766081871345,0.164319248826291,1.74051331254497,3577
"41","{계층의식=중산층,교육정도=4년제} => {만족감=만족}",0.100101584163853,0.501996420212034,0.199406968124537,1.46191857466882,3646
"42","{교육정도=4년제,혼인상태=기혼} => {만족감=만족}",0.0829695522060237,0.512811810622773,0.161793372319688,1.49341525372298,3022
"43","{기부경험=없음,교육정도=4년제} => {만족감=만족}",0.072509128847157,0.394709311014796,0.183702605496527,1.14947607220692,2641
"44","{기억.집중.가능.여부=가능,교육정도=4년제} => {만족감=만족}",0.115174477665212,0.461648508858809,0.249485215385883,1.34441701752334,4195
"45","{자기개발.가능여부=가능,교육정도=4년제} => {만족감=만족}",0.122724652005601,0.455889852116267,0.269198034209154,1.32764660459189,4470
"46","{인간관계=만족,교육정도=고등학교} => {만족감=만족}",0.0687752244460918,0.452411052916742,0.152019328446311,1.31751561368725,2505
"47","{계층의식=중산층,교육정도=고등학교} => {만족감=만족}",0.0673200999368531,0.387422973613525,0.173763830546633,1.12825673366318,2452
"48","{교육정도=고등학교,혼인상태=기혼} => {만족감=만족}",0.0610054086703457,0.30063590853741,0.202921231090245,0.875514647530031,2222
"49","{기억.집중.가능.여부=가능,교육정도=고등학교} => {만족감=만족}",0.0826126348735689,0.308615384615385,0.267687999341076,0.8987525508792,3009
"50","{자기개발.가능여부=가능,교육정도=고등학교} => {만족감=만족}",0.0914532026466793,0.301012109163203,0.303819015457266,0.87661022243954,3331
"51","{생활수준.변화=좋아짐,소득.만족도=보통} => {만족감=만족}",0.0575460560634764,0.421391234418979,0.136562062433078,1.22717941402754,2096
"52","{생활수준.변화=좋아짐,인간관계=만족} => {만족감=만족}",0.10982071767839,0.585737296822375,0.187491420256431,1.70578952284012,4000
"53","{생활수준.변화=좋아짐,계층의식=중산층} => {만족감=만족}",0.105208247535898,0.54116650190651,0.19441012547017,1.57599004548979,3832
"54","{생활수준.변화=좋아짐,혼인상태=기혼} => {만족감=만족}",0.0996348461137194,0.477940208086395,0.208467177333004,1.39186185329262,3629
"55","{생활수준.변화=좋아짐,기부경험=없음} => {만족감=만족}",0.0933201548472119,0.394681839294008,0.236444005161574,1.14939606880992,3399
"56","{기억.집중.가능.여부=가능,생활수준.변화=좋아짐} => {만족감=만족}",0.123713038464706,0.47109252483011,0.26260879114845,1.37191996736924,4506
"57","{자기개발.가능여부=가능,생활수준.변화=좋아짐} => {만족감=만족}",0.136260055459462,0.457672445592032,0.297723965626115,1.33283788964569,4963
"58","{생활수준.변화=그대로,소득.만족도=보통} => {만족감=만족}",0.0842050352799056,0.332502168256722,0.253246574966367,0.968315861070966,3067
"59","{생활수준.변화=그대로,인간관계=만족} => {만족감=만족}",0.110314910907943,0.474884765394161,0.232298273069214,1.38296376508767,4018
"60","{생활수준.변화=그대로,계층의식=중산층} => {만족감=만족}",0.108420503527991,0.398084677419355,0.272355379842407,1.15930584517831,3949
"61","{생활수준.변화=그대로,혼인상태=기혼} => {만족감=만족}",0.0786316338577273,0.308554190907132,0.254838975372704,0.898574342001317,2864
"62","{기억.집중.가능.여부=가능,생활수준.변화=그대로} => {만족감=만족}",0.131455399061033,0.326603001364256,0.4024929302913,0.951136253193437,4788
"63","{자기개발.가능여부=가능,생활수준.변화=그대로} => {만족감=만족}",0.142629657084809,0.318321078431373,0.448068528127831,0.927017561342119,5195
"64","{인간관계=만족,소득.만족도=보통} => {만족감=만족}",0.127007659995058,0.498975299320462,0.254536968399088,1.45312043872625,4626
"65","{계층의식=중산층,소득.만족도=보통} => {만족감=만족}",0.126486011586086,0.417565485362096,0.302912994536419,1.21603803256925,4607
"66","{소득.만족도=보통,혼인상태=기혼} => {만족감=만족}",0.0939516239738627,0.348295165394402,0.269747137797545,1.01430837204448,3422
"67","{기부경험=없음,소득.만족도=보통} => {만족감=만족}",0.127639129121709,0.323476203729474,0.394585838618455,0.942030364470987,4649
"68","{기억.집중.가능.여부=가능,소득.만족도=보통} => {만족감=만족}",0.149740548554485,0.365255826413073,0.40996073909343,1.06370136447136,5454
"69","{자기개발.가능여부=가능,소득.만족도=보통} => {만족감=만족}",0.163770145237899,0.357699688174622,0.457842572001208,1.04169630945744,5965
"70","{인간관계=만족,계층의식=중산층} => {만족감=만족}",0.201795568734042,0.570873786407767,0.353485435027318,1.6625038716183,7350
"71","{인간관계=만족,혼인상태=기혼} => {만족감=만족}",0.166048925129726,0.516702263989748,0.321362875106389,1.50474506766599,6048
"72","{인간관계=만족,기부경험=없음} => {만족감=만족}",0.181561101501798,0.467448929101576,0.388408423249046,1.36130905450282,6613
