측정소명,오존농도(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
시흥대로,0.037,34,15
신촌로,0.031,29,14
양천구,0.047,27,14
영등포구,0.045,26,14
영등포로,0.035,27,14
올림픽공원,0.045,19,11
용산구,0.033,25,13
은평구,0.044,26,15
자연사박물관,0.05,24,10
정릉로,0.025,29,12
종로,0.03,25,10
종로구,0.041,24,14
중구,0.037,25,12
중랑구,0.046,24,10
천호대로,0.034,30,13
청계천로,0.034,27,13
한강대로,0.025,35,13
항동,,,
행주,0.036,25,12
홍릉로,0.031,27,15
화랑로,0.027,28,12
강남구,0.028,34,19
강남대로,0.02,38,18
강동구,0.025,32,17
강변북로,0.018,36,18
강북구,0.032,36,18
강서구,0.031,38,22
공항대로,0.027,40,23
관악구,0.041,38,21
관악산,0.051,34,18
광진구,0.027,34,18
구로구,0.033,38,23
금천구,0.029,38,21
남산,0.036,32,17
노원구,0.032,35,20
도봉구,0.029,34,16
도산대로,0.028,38,19
동대문구,0.033,35,19
동작구,0.03,42,21
동작대로,0.02,42,25
마포구,0.034,39,20
마포아트센터,0.038,31,19
북한산,0.035,30,16
서대문구,0.032,33,13
서울숲,0.028,38,19
서초구,0.03,34,20
성동구,0.027,39,17
성북구,0.03,36,16
세곡,0.024,36,17
송파구,0.029,36,20
시흥대로,0.023,50,25
신촌로,0.018,38,20
양천구,0.032,39,23
영등포구,0.028,36,22
영등포로,0.022,39,22
올림픽공원,0.032,26,15
용산구,0.025,35,21
은평구,0.037,35,20
자연사박물관,0.043,34,16
정릉로,0.02,37,18
종로,0.025,35,17
종로구,0.032,36,21
중구,0.03,37,20
중랑구,0.036,33,16
천호대로,0.019,38,17
청계천로,0.029,42,21
한강대로,0.016,48,22
항동,,,
행주,0.034,34,19
홍릉로,0.025,35,20
화랑로,0.02,33,17
강남구,0.017,21,11
강남대로,0.012,24,8
강동구,0.015,19,7
강변북로,0.011,20,11
강북구,0.02,19,8
강서구,0.017,19,8
공항대로,0.011,24,11
관악구,0.027,21,10
관악산,0.044,19,8
광진구,0.018,18,8
구로구,0.024,19,9
금천구,0.017,21,11
남산,0.026,16,8
노원구,0.018,19,11
도봉구,0.019,21,9
도산대로,0.016,22,11
동대문구,0.014,18,8
동작구,0.018,24,10
동작대로,0.012,27,11
마포구,0.019,22,8
마포아트센터,0.024,17,9
북한산,0.021,16,7
서대문구,0.021,16,7
서울숲,0.016,19,9
서초구,0.019,17,7
성동구,0.02,23,9
성북구,0.021,18,9
세곡,0.012,24,8
송파구,0.018,20,10
시흥대로,0.01,33,13
신촌로,0.012,24,10
양천구,0.019,20,10
영등포구,0.016,20,10
영등포로,0.014,21,11
올림픽공원,0.018,13,7
용산구,0.013,18,9
은평구,0.024,18,11
자연사박물관,0.028,17,5
정릉로,0.014,20,10
종로,0.016,20,9
종로구,0.021,19,11
중구,0.019,19,10
중랑구,0.021,18,6
천호대로,0.011,25,8
청계천로,0.017,26,11
한강대로,0.011,28,13
항동,,,
행주,0.018,16,8
홍릉로,0.014,21,12
화랑로,0.01,19,9
강남구,0.018,14,8
강남대로,0.014,10,4
강동구,0.014,13,7
강변북로,0.01,11,6
강북구,0.021,13,5
강서구,0.02,12,8
공항대로,0.017,15,9
관악구,0.033,14,7
관악산,0.037,5,2
광진구,0.016,13,8
구로구,0.025,11,8
금천구,0.022,13,8
남산,0.026,9,7
노원구,0.021,12,7
도봉구,0.018,12,4
도산대로,0.016,12,8
동대문구,0.02,13,7
동작구,0.022,15,8
동작대로,0.014,16,9
마포구,0.019,14,8
마포아트센터,0.024,9,6
북한산,0.024,8,5
서대문구,0.019,9,6
서울숲,0.013,12,6
서초구,0.02,8,5
성동구,0.016,16,7
성북구,0.019,9,6
세곡,0.016,11,5
송파구,0.017,14,7
시흥대로,0.016,20,10
신촌로,0.012,18,8
양천구,0.019,14,9
영등포구,0.017,15,9
영등포로,0.012,16,9
올림픽공원,0.016,8,4
용산구,0.013,13,8
은평구,0.022,11,9
자연사박물관,0.028,9,3
정릉로,0.011,16,7
종로,0.012,14,7
종로구,0.017,12,9
중구,0.015,13,7
중랑구,0.022,13,6
천호대로,0.011,16,8
청계천로,0.014,16,8
한강대로,0.01,21,8
항동,0.018,16,8
행주,0.019,14,9
홍릉로,0.014,16,10
화랑로,0.012,12,7
강남구,0.017,13,5
강남대로,0.012,12,4
강동구,0.018,13,4
강변북로,0.016,9,5
강북구,0.02,13,5
강서구,0.019,11,5
공항대로,0.017,15,7
관악구,0.026,13,6
관악산,0.028,8,4
광진구,0.019,11,4
구로구,0.023,11,5
금천구,0.019,10,6
남산,0.025,7,4
노원구,0.025,12,5
도봉구,0.02,12,3
도산대로,0.017,11,6
동대문구,0.023,11,4
동작구,0.017,14,4
동작대로,0.013,15,7
마포구,0.025,12,4
마포아트센터,0.027,8,3
북한산,0.022,6,5
서대문구,0.022,7,4
서울숲,0.019,10,3
서초구,0.02,9,2
성동구,0.023,13,4
성북구,0.022,8,2
세곡,0.015,13,4
송파구,0.021,13,5
시흥대로,0.007,22,8
신촌로,0.021,13,5
양천구,0.019,15,7
영등포구,0.018,14,7
영등포로,0.015,14,7
올림픽공원,0.023,7,3
용산구,0.018,10,5
은평구,0.026,9,7
자연사박물관,0.029,7,3
정릉로,0.016,17,5
종로,0.013,14,5
종로구,0.021,10,6
중구,0.017,12,6
중랑구,0.025,10,3
천호대로,0.013,17,5
청계천로,0.016,15,6
한강대로,0.011,21,7
항동,0.012,19,7
행주,0.016,13,7
홍릉로,0.018,13,7
화랑로,0.011,12,5
강남구,0.023,10,3
강남대로,0.014,13,3
강동구,0.023,9,3
강변북로,0.024,8,4
강북구,0.025,11,3
강서구,0.025,9,4
공항대로,0.021,13,6
관악구,0.03,13,5
관악산,0.035,9,3
광진구,0.023,10,3
구로구,0.027,13,6
금천구,0.026,9,4
남산,0.031,8,3
노원구,0.029,10,4
도봉구,0.024,10,1
도산대로,0.022,10,4
동대문구,0.031,9,3
동작구,0.021,13,1
동작대로,0.016,14,6
마포구,0.032,10,3
마포아트센터,0.034,8,2
북한산,0.028,5,3
서대문구,0.028,5,3
서울숲,0.028,11,3
서초구,0.024,9,2
성동구,0.031,12,3
성북구,0.022,7,2
세곡,0.018,12,3
송파구,0.028,11,4
시흥대로,0.011,19,7
신촌로,0.026,11,4
양천구,0.023,12,5
영등포구,0.023,13,5
영등포로,0.02,12,5
올림픽공원,0.03,7,2
용산구,0.023,9,4
은평구,0.033,7,5
자연사박물관,0.036,6,2
정릉로,0.018,18,5
종로,0.018,12,4
종로구,0.028,9,4
중구,0.025,8,4
중랑구,0.029,9,2
천호대로,0.018,15,5
청계천로,0.023,12,5
한강대로,0.017,20,6
항동,0.019,12,5
행주,0.023,11,5
홍릉로,0.024,11,5
화랑로,0.016,11,4
강남구,0.028,7,2
강남대로,0.014,7,3
강동구,0.022,7,2
강변북로,0.03,5,3
강북구,0.024,9,2
강서구,0.029,5,2
공항대로,0.027,9,6
관악구,0.034,8,3
관악산,0.033,6,1
광진구,0.026,7,2
구로구,0.033,9,3
금천구,0.024,10,7
남산,0.031,6,3
노원구,0.026,8,3
도봉구,0.023,8,1
도산대로,0.029,6,3
동대문구,0.031,6,2
동작구,0.022,9,3
동작대로,0.019,10,5
마포구,0.033,7,2
마포아트센터,0.036,4,1
북한산,0.026,5,3
서대문구,0.029,4,2
서울숲,0.031,9,2
서초구,0.029,4,1
성동구,0.034,7,1
성북구,0.019,4,1
세곡,0.018,8,1
송파구,0.028,8,2
시흥대로,0.014,13,5
신촌로,0.03,6,3
양천구,0.03,9,4
영등포구,0.028,8,3
영등포로,0.025,8,4
올림픽공원,0.028,5,1
용산구,0.023,6,3
은평구,0.033,5,4
자연사박물관,0.038,4,1
정릉로,0.023,8,3
종로,0.022,8,3
종로구,0.031,5,2
중구,0.03,5,2
중랑구,0.03,7,2
천호대로,0.019,10,4
청계천로,0.028,7,3
한강대로,0.017,14,5
항동,0.026,9,4
행주,0.024,9,6
홍릉로,0.025,7,4
화랑로,0.017,8,3
강남구,0.02,7,2
강남대로,0.01,8,3
강동구,0.018,7,2
강변북로,0.023,5,3
강북구,0.016,11,3
강서구,0.018,7,3
공항대로,0.014,13,6
관악구,0.025,8,2
관악산,0.026,6,1
광진구,0.018,8,2
구로구,0.024,7,3
금천구,0.018,9,5
남산,0.023,5,3
노원구,0.017,10,4
도봉구,0.014,12,2
도산대로,0.019,8,4
동대문구,0.019,8,2
동작구,0.017,10,3
동작대로,0.013,10,4
마포구,0.023,9,2
마포아트센터,0.025,5,2
북한산,0.019,5,3
서대문구,0.023,4,2
서울숲,0.022,9,1
서초구,0.021,4,1
성동구,0.023,9,2
성북구,0.01,6,2
세곡,0.013,9,2
송파구,0.021,8,3
시흥대로,0.008,16,6
신촌로,0.019,9,3
양천구,0.019,11,4
영등포구,0.017,10,9
영등포로,0.016,9,4
올림픽공원,0.022,4,1
용산구,0.017,7,3
은평구,0.025,6,5
자연사박물관,0.03,4,1
정릉로,0.014,9,4
종로,0.014,9,3
종로구,0.022,6,3
중구,0.02,5,2
중랑구,0.021,8,2
천호대로,0.014,11,3
청계천로,0.018,9,3
한강대로,0.012,13,5
항동,0.018,9,4
행주,0.016,9,5
홍릉로,0.015,9,4
화랑로,0.008,10,4
강남구,0.023,17,8
강남대로,0.014,19,6
강동구,0.02,17,8
강변북로,0.021,14,8
강북구,0.026,19,9
강서구,0.027,17,10
공항대로,0.02,23,12
관악구,0.031,19,9
관악산,0.041,15,6
광진구,0.023,17,9
구로구,0.031,21,8
금천구,0.025,19,11
남산,0.032,13,7
노원구,0.026,18,10
도봉구,0.026,16,6
도산대로,0.022,18,9
동대문구,0.029,17,8
동작구,0.021,21,10
동작대로,0.015,22,11
마포구,0.032,18,8
마포아트센터,0.035,13,8
북한산,0.028,13,7
서대문구,0.029,12,6
서울숲,0.026,17,6
서초구,0.025,15,6
성동구,0.031,19,8
성북구,0.021,14,7
세곡,0.021,17,7
송파구,0.019,17,8
시흥대로,0.012,28,13
신촌로,0.027,18,9
양천구,0.027,20,11
영등포구,0.025,20,12
영등포로,0.022,20,11
올림픽공원,0.025,12,6
용산구,0.022,16,10
은평구,0.03,13,9
자연사박물관,0.04,13,6
정릉로,0.019,18,9
종로,0.018,18,8
종로구,0.033,16,9
중구,0.027,16,9
중랑구,0.027,17,8
천호대로,0.014,21,9
청계천로,0.022,20,9
한강대로,0.014,28,11
항동,0.025,20,10
행주,0.025,20,12
홍릉로,0.021,17,10
화랑로,0.013,19,10
강남구,0.041,15,7
강남대로,0.026,17,5
강동구,0.034,14,8
강변북로,0.026,15,7
강북구,0.042,16,6
강서구,0.037,15,8
공항대로,0.027,19,8
관악구,0.047,16,7
관악산,0.048,15,6
광진구,0.037,15,7
구로구,0.04,14,7
금천구,0.033,15,8
남산,0.042,11,6
노원구,0.038,17,9
도봉구,0.04,17,5
도산대로,0.036,16,7
동대문구,0.041,15,7
동작구,0.036,18,8
동작대로,0.029,19,10
마포구,0.038,16,6
마포아트센터,0.044,11,7
북한산,0.038,11,7
서대문구,0.034,12,6
서울숲,0.034,18,8
서초구,0.038,11,5
성동구,0.039,17,6
성북구,0.037,13,5
세곡,0.026,17,6
송파구,0.035,18,7
시흥대로,0.033,20,10
신촌로,0.024,19,9
양천구,0.038,16,8
영등포구,0.033,15,9
영등포로,0.027,17,9
올림픽공원,0.043,11,5
용산구,0.027,15,8
은평구,0.04,14,8
자연사박물관,0.047,13,4
정릉로,0.028,16,7
종로,0.032,15,6
종로구,0.036,12,8
중구,0.041,12,6
중랑구,0.044,15,6
천호대로,0.025,19,8
청계천로,0.035,17,8
한강대로,0.021,21,8
항동,0.031,15,7
행주,0.038,15,5
홍릉로,0.03,15,9
화랑로,0.031,16,8
강남구,0.049,12,5
강남대로,0.038,12,4
강동구,0.04,12,9
강변북로,0.037,11,6
강북구,0.044,13,5
강서구,0.044,10,6
공항대로,0.045,14,7
관악구,0.054,13,5
관악산,0.056,13,5
광진구,0.041,12,5
구로구,0.047,12,6
금천구,0.042,12,6
남산,0.053,10,5
노원구,0.047,12,7
도봉구,0.041,13,4
도산대로,0.047,10,5
동대문구,0.047,11,5
동작구,0.042,13,5
동작대로,0.039,17,8
마포구,0.048,12,5
마포아트센터,0.055,8,4
북한산,0.044,9,6
서대문구,0.044,9,6
서울숲,0.04,12,4
서초구,0.044,8,4
성동구,0.048,13,5
성북구,0.044,8,4
세곡,0.043,13,5
송파구,0.046,13,6
시흥대로,0.04,16,7
신촌로,0.041,15,6
양천구,0.047,13,6
영등포구,0.043,12,6
영등포로,0.037,13,6
올림픽공원,0.052,9,4
용산구,0.035,11,6
은평구,0.053,12,7
자연사박물관,0.057,9,3
정릉로,0.038,13,5
종로,0.039,12,5
종로구,0.046,10,6
중구,0.047,8,4
중랑구,0.049,13,4
천호대로,0.04,17,7
청계천로,0.045,12,5
한강대로,0.028,17,7
항동,0.041,14,6
행주,0.045,13,3
홍릉로,0.038,12,7
화랑로,0.039,12,6
강남구,0.044,16,9
강남대로,0.037,13,4
강동구,0.036,17,10
강변북로,0.034,14,8
강북구,0.04,18,8
강서구,0.041,15,9
공항대로,0.043,15,9
관악구,0.054,16,8
관악산,0.049,10,4
광진구,0.037,17,10
구로구,0.046,15,9
금천구,0.039,15,10
남산,0.044,11,6
노원구,0.042,16,10
도봉구,0.035,15,6
도산대로,0.042,12,6
동대문구,0.043,16,9
동작구,0.04,19,9
동작대로,0.039,21,11
마포구,0.045,17,9
마포아트센터,0.052,10,7
북한산,0.038,10,6
서대문구,0.042,11,7
서울숲,0.039,16,7
서초구,0.043,11,4
성동구,0.044,17,8
성북구,0.041,12,7
세곡,0.041,15,5
송파구,0.042,17,10
시흥대로,0.037,22,10
신촌로,0.038,18,8
양천구,0.043,17,9
영등포구,0.041,17,9
영등포로,0.035,17,10
올림픽공원,0.049,10,6
용산구,0.035,16,9
은평구,0.048,15,10
자연사박물관,0.054,12,5
정릉로,0.031,20,8
종로,0.037,17,8
종로구,0.043,16,9
중구,0.04,14,8
중랑구,0.046,18,7
천호대로,0.036,20,8
청계천로,0.043,18,8
한강대로,0.024,29,11
항동,0.04,19,9
행주,0.041,17,7
홍릉로,0.035,17,10
화랑로,0.036,16,9
강남구,0.035,11,5
강남대로,0.029,10,3
강동구,0.031,10,5
강변북로,0.027,10,4
강북구,0.034,12,5
강서구,0.036,9,5
공항대로,0.034,13,6
관악구,0.044,11,5
관악산,0.043,12,4
광진구,0.033,11,5
구로구,0.039,10,4
금천구,0.034,11,8
남산,0.037,11,6
노원구,0.036,11,6
도봉구,0.033,11,3
도산대로,0.036,9,4
동대문구,0.037,11,5
동작구,0.032,13,6
동작대로,0.031,15,8
마포구,0.038,12,5
마포아트센터,0.043,8,4
북한산,0.036,7,5
서대문구,0.036,6,5
서울숲,0.032,15,3
서초구,0.035,8,3
성동구,0.039,12,4
성북구,0.033,9,4
세곡,0.035,13,4
송파구,0.036,13,5
시흥대로,0.024,17,8
신촌로,0.036,12,5
양천구,0.037,12,6
영등포구,0.034,12,7
영등포로,0.03,13,7
올림픽공원,0.042,6,3
용산구,0.029,11,7
은평구,0.045,9,6
자연사박물관,0.045,8,3
정릉로,0.026,13,5
종로,0.028,12,6
종로구,0.035,10,6
중구,0.034,9,5
중랑구,0.039,11,4
천호대로,0.031,14,6
청계천로,0.033,12,5
한강대로,0.023,23,8
항동,0.035,12,6
행주,0.035,13,4
홍릉로,0.032,11,6
화랑로,0.024,11,6
강남구,0.029,11,5
강남대로,0.019,10,3
강동구,0.024,10,6
강변북로,0.027,8,5
강북구,0.03,12,5
강서구,0.031,11,7
공항대로,0.029,14,8
관악구,0.037,13,7
관악산,0.041,12,5
광진구,0.028,10,5
구로구,0.035,11,7
금천구,0.025,16,12
남산,0.034,9,6
노원구,0.027,12,7
도봉구,0.029,12,3
도산대로,0.03,10,5
동대문구,0.034,10,5
동작구,0.026,15,7
동작대로,0.023,15,8
마포구,0.035,14,6
마포아트센터,0.039,8,4
북한산,0.029,7,4
서대문구,0.034,6,4
서울숲,0.03,15,4
서초구,0.03,8,3
성동구,0.035,12,5
성북구,0.031,7,4
세곡,0.025,11,4
송파구,0.027,14,7
시흥대로,0.014,21,11
신촌로,0.031,12,6
양천구,0.032,15,8
영등포구,0.03,14,8
영등포로,0.026,13,8
올림픽공원,0.032,7,3
용산구,0.024,11,7
은평구,0.038,8,6
자연사박물관,0.044,7,3
정릉로,0.026,11,5
종로,0.025,13,5
종로구,0.034,8,6
중구,0.033,9,5
중랑구,0.034,10,4
천호대로,0.026,17,7
청계천로,0.032,12,5
한강대로,0.019,19,8
항동,0.027,16,8
행주,0.028,14,6
홍릉로,0.026,11,7
화랑로,0.018,12,6
강남구,0.032,9,3
강남대로,0.021,9,3
강동구,0.025,9,3
강변북로,0.022,8,3
강북구,0.033,11,3
강서구,0.03,8,5
공항대로,0.025,14,6
관악구,0.042,10,4
관악산,0.042,8,3
광진구,0.028,9,3
구로구,0.036,11,5
금천구,0.029,12,6
남산,0.037,5,3
노원구,0.033,11,6
도봉구,0.031,11,2
도산대로,0.03,8,4
동대문구,0.036,10,4
동작구,0.029,12,5
동작대로,0.024,12,6
마포구,0.035,10,3
마포아트센터,0.045,6,3
북한산,0.032,5,3
서대문구,0.032,7,4
서울숲,0.03,12,2
서초구,0.032,6,2
성동구,0.034,10,2
성북구,0.034,7,3
세곡,0.024,10,2
송파구,0.032,12,4
시흥대로,0.019,17,7
신촌로,0.029,11,5
양천구,0.033,11,5
영등포구,0.03,10,5
영등포로,0.026,11,5
올림픽공원,0.036,6,2
용산구,0.026,9,5
은평구,0.037,9,5
자연사박물관,0.042,8,2
정릉로,0.022,12,5
종로,0.029,10,4
종로구,0.036,9,4
중구,0.038,6,3
중랑구,0.037,9,3
천호대로,0.014,16,4
청계천로,0.033,11,4
한강대로,0.02,16,6
항동,0.026,11,5
행주,0.031,12,3
홍릉로,0.024,11,7
화랑로,0.018,11,5
강남구,0.03,11,4
강남대로,0.022,12,3
강동구,0.026,10,4
강변북로,0.031,8,4
강북구,0.029,12,3
강서구,0.026,12,4
공항대로,0.02,18,6
관악구,0.039,11,4
관악산,0.034,10,3
광진구,0.027,11,4
구로구,0.033,11,4
금천구,0.028,10,6
남산,0.032,8,3
노원구,0.028,12,5
도봉구,0.028,12,3
도산대로,0.028,11,5
동대문구,0.029,13,3
동작구,0.027,13,4
동작대로,0.021,15,7
마포구,0.035,12,4
마포아트센터,0.037,8,3
북한산,0.03,7,3
서대문구,0.033,5,4
서울숲,0.032,13,3
서초구,0.028,11,2
성동구,0.033,13,3
성북구,0.032,14,1
세곡,0.025,13,4
송파구,0.03,12,3
시흥대로,0.012,18,7
신촌로,0.028,13,3
양천구,0.027,13,5
영등포구,0.026,13,6
영등포로,0.025,12,5
올림픽공원,0.038,8,2
용산구,0.026,9,5
은평구,0.037,12,6
자연사박물관,0.044,6,1
정릉로,0.019,14,4
종로,0.02,12,4
종로구,0.03,10,4
중구,0.023,8,4
중랑구,0.03,11,3
천호대로,0.022,16,5
청계천로,0.026,13,4
한강대로,0.016,20,7
항동,0.028,12,5
행주,0.027,12,2
홍릉로,0.022,12,5
화랑로,0.013,13,5
강남구,0.03,11,3
강남대로,0.016,14,3
강동구,0.026,6,4
강변북로,0.032,8,4
강북구,0.031,12,3
강서구,0.03,10,4
공항대로,0.024,18,6
관악구,0.039,12,4
관악산,0.043,9,2
광진구,0.028,12,4
구로구,0.036,14,4
금천구,0.036,12,7
남산,0.037,7,3
노원구,0.029,12,5
도봉구,0.027,12,2
도산대로,0.03,11,5
동대문구,0.032,12,4
동작구,0.027,14,4
동작대로,0.02,16,7
마포구,0.037,12,3
마포아트센터,0.041,8,2
북한산,0.033,6,3
서대문구,0.032,7,4
서울숲,0.034,13,2
서초구,0.032,10,2
성동구,0.036,13,3
성북구,0.027,13,1
세곡,0.023,15,4
송파구,0.032,13,4
시흥대로,0.016,21,6
신촌로,0.029,13,5
양천구,0.032,13,5
영등포구,0.03,12,5
영등포로,0.028,13,5
올림픽공원,0.036,8,2
용산구,0.028,10,5
은평구,0.038,9,5
자연사박물관,0.044,7,2
정릉로,0.022,14,4
종로,0.021,13,5
종로구,0.033,9,3
중구,0.016,13,7
중랑구,0.031,12,3
천호대로,0.019,18,5
청계천로,0.026,14,4
한강대로,0.018,29,8
항동,0.03,15,5
행주,0.028,15,4
홍릉로,0.024,13,7
화랑로,0.016,14,5
강남구,0.034,13,5
강남대로,0.023,17,4
강동구,0.031,16,6
강변북로,0.04,11,5
강북구,0.035,17,5
강서구,0.036,14,6
공항대로,0.029,19,8
관악구,0.044,14,5
관악산,0.04,12,4
광진구,0.033,14,5
구로구,0.038,19,6
금천구,0.037,12,7
남산,0.04,11,4
노원구,0.037,15,7
도봉구,0.034,16,4
도산대로,0.033,14,5
동대문구,0.032,13,6
동작구,0.032,17,6
동작대로,0.026,18,7
마포구,0.041,15,5
마포아트센터,0.045,11,4
북한산,0.036,9,5
서대문구,0.038,9,5
서울숲,0.038,16,5
서초구,0.035,15,3
성동구,0.039,14,5
성북구,0.034,21,4
세곡,0.028,16,5
송파구,0.036,15,6
시흥대로,0.017,24,8
신촌로,0.035,16,5
양천구,0.037,15,7
영등포구,0.034,15,8
영등포로,0.031,19,7
올림픽공원,0.045,11,4
용산구,0.03,14,7
은평구,0.045,11,7
자연사박물관,0.049,10,3
정릉로,0.025,17,5
종로,0.023,17,7
종로구,0.036,13,7
중구,0.029,11,5
중랑구,0.04,13,4
천호대로,0.024,20,6
청계천로,0.031,17,6
한강대로,0.019,30,9
항동,0.036,14,7
행주,0.034,15,5
홍릉로,0.029,15,7
화랑로,0.018,17,8
강남구,0.038,20,9
강남대로,0.015,23,6
강동구,0.025,22,10
강변북로,0.026,17,8
강북구,0.03,24,9
강서구,0.031,20,10
공항대로,0.024,29,14
관악구,0.037,22,10
관악산,0.041,17,6
광진구,0.026,21,10
구로구,0.034,21,9
금천구,0.034,20,11
남산,0.036,15,7
노원구,0.031,21,11
도봉구,0.03,22,7
도산대로,0.028,19,7
동대문구,0.031,21,9
동작구,0.026,22,9
동작대로,0.019,26,12
마포구,0.029,19,10
마포아트센터,0.04,16,8
북한산,0.031,17,7
서대문구,0.033,16,8
서울숲,0.03,20,6
서초구,0.031,19,7
성동구,0.036,19,8
성북구,0.029,21,8
세곡,0.021,22,8
송파구,0.032,22,10
시흥대로,0.014,34,14
신촌로,0.031,22,9
양천구,0.033,22,10
영등포구,0.029,23,11
영등포로,0.022,22,12
올림픽공원,0.036,14,6
용산구,0.026,19,10
은평구,0.034,20,11
자연사박물관,0.046,15,5
정릉로,0.021,23,10
종로,0.019,23,11
종로구,0.03,20,10
중구,0.026,19,10
중랑구,0.034,20,8
천호대로,0.019,26,11
청계천로,0.023,23,11
한강대로,0.016,33,14
항동,0.028,22,9
행주,0.026,25,9
홍릉로,0.026,21,11
화랑로,0.014,23,11
강남구,0.024,24,13
강남대로,0.021,25,9
강동구,0.031,29,15
강변북로,0.029,24,10
강북구,0.035,29,14
