측정소명,미세먼지(㎍/㎥),오존(ppm),일산화탄소농도(ppm),초미세먼지(㎍/㎥)
송파구,24,0.022,0.4,17
강동구,25,0.021,0.4,18
중구,11,0.034,0.3,9
종로구,13,0.034,0.3,8
용산구,14,0.024,0.3,8
은평구,13,0.033,0.3,7
서대문구,8,0.033,0.3,6
마포구,14,0.025,0.4,8
광진구,13,0.024,0.3,7
성동구,14,0.03,0.3,9
중랑구,14,0.032,0.3,8
동대문구,12,0.033,0.2,6
성북구,14,0.031,0.4,7
도봉구,14,0.032,0.2,5
강북구,19,0.028,0.3,10
노원구,14,0.037,0.3,9
강서구,11,0.028,0.3,9
구로구,9,0.023,0.3,5
영등포구,14,0.027,0.4,8
동작구,16,0.023,0.2,8
관악구,15,0.027,0.4,8
금천구,15,0.022,0.2,9
양천구,14,0.027,0.2,9
강남구,14,0.03,0.3,9
서초구,12,0.025,0.2,6
송파구,16,0.026,0.3,10
강동구,12,0.023,0.3,9
중구,17,0.016,0.4,13
종로구,17,0.018,0.4,11
용산구,17,0.014,0.3,9
은평구,17,0.019,0.3,10
서대문구,10,0.022,0.4,7
마포구,19,0.015,0.4,11
광진구,15,0.013,0.3,7
성동구,18,0.017,0.3,11
중랑구,18,0.017,0.3,10
동대문구,17,0.016,0.2,8
성북구,18,0.015,0.4,7
도봉구,16,0.015,0.2,6
강북구,25,0.015,0.3,13
노원구,16,0.021,0.3,10
강서구,18,0.014,0.4,12
구로구,15,0.016,0.3,7
영등포구,20,0.014,0.5,12
동작구,21,0.015,0.2,11
관악구,23,0.017,0.4,10
금천구,21,0.018,0.2,14
양천구,22,0.015,0.2,13
강남구,16,0.015,0.4,11
서초구,16,0.014,0.3,8
송파구,19,0.013,0.4,9
강동구,16,0.012,0.3,10
중구,29,0.015,0.4,25
종로구,29,0.012,0.4,22
용산구,31,0.011,0.3,22
은평구,27,0.016,0.3,19
서대문구,19,0.016,0.4,15
마포구,29,0.014,0.4,22
광진구,28,0.009,0.4,20
성동구,29,0.01,0.2,22
중랑구,33,0.01,0.4,22
동대문구,29,0.01,0.3,18
성북구,28,0.01,0.5,17
도봉구,25,0.01,0.2,16
강북구,36,0.01,0.3,24
노원구,26,0.013,0.3,18
강서구,30,0.015,0.3,23
구로구,27,0.016,0.3,15
영등포구,32,0.016,0.4,24
동작구,34,0.015,0.3,22
관악구,32,0.014,0.4,21
금천구,31,0.016,0.2,22
양천구,34,0.015,0.2,24
강남구,29,0.01,0.4,23
서초구,28,0.014,0.3,15
송파구,33,0.008,0.4,22
강동구,31,0.008,0.4,23
중구,35,0.024,0.3,31
종로구,39,0.023,0.2,28
용산구,40,0.021,0.3,29
은평구,34,0.028,0.3,25
서대문구,25,0.025,0.3,19
마포구,36,0.022,0.3,29
광진구,40,0.019,0.3,29
성동구,40,0.022,0.1,29
중랑구,42,0.025,0.3,29
동대문구,38,0.026,0.2,26
성북구,38,0.022,0.4,26
도봉구,36,0.019,0.2,24
강북구,46,0.022,0.3,31
노원구,36,0.032,0.3,27
강서구,38,0.025,0.2,32
구로구,33,0.023,0.2,20
영등포구,39,0.022,0.5,31
동작구,43,0.023,0.3,29
관악구,39,0.028,0.3,26
금천구,38,0.022,0.2,27
양천구,41,0.025,0.2,31
강남구,39,0.022,0.4,31
서초구,37,0.022,0.2,20
송파구,42,0.019,0.4,31
강동구,41,0.016,0.3,31
중구,41,0.021,0.3,34
종로구,43,0.02,0.1,31
용산구,47,0.014,0.3,32
은평구,42,0.019,0.2,29
서대문구,32,0.018,0.3,23
마포구,43,0.014,0.3,32
광진구,44,0.012,0.3,32
성동구,45,0.015,0.1,33
중랑구,47,0.019,0.3,32
동대문구,43,0.02,0.2,29
성북구,39,0.017,0.3,29
도봉구,38,0.013,0.1,27
강북구,51,0.017,0.3,33
노원구,40,0.022,0.3,29
강서구,46,0.016,0.2,34
구로구,38,0.014,0.2,22
영등포구,44,0.012,0.1,33
동작구,49,0.014,0.3,30
관악구,44,0.017,0.3,28
금천구,42,0.014,0.2,28
양천구,47,0.015,0.2,33
강남구,43,0.017,0.3,35
서초구,42,0.016,0.2,23
송파구,46,0.014,0.4,33
강동구,45,0.011,0.3,34
중구,32,0.026,0.3,27
종로구,34,0.026,0.1,24
용산구,35,0.021,0.3,26
은평구,30,0.022,0.3,20
서대문구,23,0.021,0.2,16
마포구,33,0.018,0.3,24
광진구,36,0.036,0.3,26
성동구,36,0.024,0.1,27
중랑구,36,0.02,0.3,24
동대문구,33,0.027,0.2,22
성북구,33,0.023,0.4,22
도봉구,29,0.019,0.2,17
강북구,38,0.021,0.3,24
노원구,31,0.028,0.3,22
강서구,33,0.018,0.3,25
구로구,27,0.022,0.3,16
영등포구,34,0.024,0.1,24
동작구,37,0.021,0.4,24
관악구,34,0.026,0.3,22
금천구,34,0.019,0.2,23
양천구,37,0.021,0.3,26
강남구,34,0.028,0.4,27
서초구,35,0.024,0.3,17
송파구,36,0.021,0.4,27
강동구,38,0.019,0.3,28
중구,25,0.028,0.2,21
종로구,26,0.029,0.1,18
용산구,27,0.021,0.2,19
은평구,23,0.028,0.3,15
서대문구,16,0.027,0.1,11
마포구,24,0.021,0.3,17
광진구,25,0.035,0.2,18
성동구,27,0.022,0.1,19
중랑구,27,0.028,0.3,19
동대문구,25,0.03,0.2,16
성북구,25,0.026,0.3,16
도봉구,20,0.03,0.1,12
강북구,31,0.026,0.3,21
노원구,24,0.035,0.3,18
강서구,25,0.021,0.2,19
구로구,18,0.021,0.2,10
영등포구,25,0.022,0.1,18
동작구,30,0.024,0.4,19
관악구,25,0.025,0.3,16
금천구,25,0.02,0.2,17
양천구,27,0.02,0.2,19
강남구,25,0.028,0.3,20
서초구,22,0.027,0.2,12
송파구,27,0.024,0.3,18
강동구,27,0.017,0.2,20
중구,22,0.02,0.3,17
종로구,22,0.022,0.1,15
용산구,23,0.015,0.2,15
은평구,20,0.019,0.3,13
서대문구,14,0.02,0.2,9
마포구,22,0.018,0.3,14
광진구,23,0.023,0.3,15
성동구,23,0.017,0.1,16
중랑구,25,0.019,0.3,16
동대문구,23,0.022,0.2,13
성북구,22,0.019,0.3,12
도봉구,22,0.019,0.2,12
강북구,28,0.018,0.3,17
노원구,24,0.021,0.3,15
강서구,22,0.019,0.2,15
구로구,15,0.019,0.2,9
영등포구,23,0.019,0.1,14
동작구,27,0.018,0.4,16
관악구,23,0.021,0.3,13
금천구,22,0.017,0.2,14
양천구,26,0.017,0.2,16
강남구,23,0.021,0.3,16
서초구,20,0.02,0.2,10
송파구,25,0.016,0.3,14
강동구,23,0.013,0.2,16
중구,43,0.04,0.4,35
종로구,41,0.043,0.2,28
용산구,36,0.031,0.4,27
은평구,31,0.042,0.4,26
서대문구,25,0.041,0.3,20
마포구,38,0.038,0.4,31
광진구,34,0.045,0.5,26
성동구,40,0.033,0.3,33
중랑구,42,0.036,0.5,30
동대문구,39,0.045,0.3,27
성북구,31,0.039,0.5,24
도봉구,30,0.037,0.3,21
강북구,39,0.034,0.4,27
노원구,32,0.041,0.4,23
강서구,41,0.044,0.4,33
구로구,27,0.043,0.3,19
영등포구,40,0.043,0.2,29
동작구,44,0.038,0.4,31
관악구,40,0.044,0.4,27
금천구,42,0.037,0.4,28
양천구,46,0.04,0.4,35
강남구,41,0.043,0.4,33
서초구,32,0.044,0.4,18
송파구,33,0.035,0.4,26
강동구,38,0.028,0.4,25
중구,32,0.034,0.4,22
종로구,32,0.038,0.2,19
용산구,31,0.029,0.3,19
은평구,29,0.036,0.4,16
서대문구,21,0.036,0.3,12
마포구,29,0.033,0.3,18
광진구,32,0.042,0.4,20
성동구,33,0.027,0.3,22
중랑구,34,0.031,0.4,20
동대문구,33,0.037,0.2,17
성북구,31,0.031,0.5,18
도봉구,27,0.035,0.3,15
강북구,37,0.031,0.4,21
노원구,30,0.038,0.4,18
강서구,31,0.034,0.3,18
구로구,24,0.034,0.3,11
영등포구,32,0.034,0.2,17
동작구,37,0.031,0.3,20
관악구,33,0.036,0.4,17
금천구,34,0.03,0.3,19
양천구,34,0.031,0.3,20
강남구,34,0.035,0.4,22
서초구,32,0.037,0.3,14
송파구,32,0.03,0.3,20
강동구,35,0.021,0.3,20
중구,26,0.025,0.4,16
종로구,26,0.029,0.2,13
용산구,26,0.022,0.3,13
은평구,24,0.027,0.3,13
서대문구,17,0.029,0.2,8
마포구,26,0.025,0.3,12
광진구,27,0.03,0.3,14
성동구,27,0.02,0.3,15
중랑구,27,0.024,0.4,14
동대문구,27,0.027,0.3,11
성북구,25,0.023,0.4,12
도봉구,25,0.025,0.2,10
강북구,31,0.023,0.4,15
노원구,25,0.031,0.3,13
강서구,25,0.025,0.2,12
구로구,20,0.025,0.2,7
영등포구,26,0.025,0.2,12
동작구,29,0.023,0.3,13
관악구,26,0.029,0.3,11
금천구,27,0.022,0.3,14
양천구,26,0.021,0.2,13
강남구,27,0.024,0.3,15
서초구,26,0.028,0.3,10
송파구,26,0.022,0.3,12
강동구,27,0.02,0.3,14
중구,21,0.02,0.4,15
종로구,22,0.022,0.2,14
용산구,24,0.016,0.4,14
은평구,22,0.023,0.4,12
서대문구,14,0.023,0.3,8
마포구,22,0.018,0.4,13
광진구,22,0.023,0.4,12
성동구,24,0.014,0.4,16
중랑구,23,0.02,0.4,13
동대문구,22,0.022,0.4,12
성북구,23,0.017,0.5,11
도봉구,22,0.02,0.3,10
강북구,31,0.019,0.4,17
노원구,22,0.026,0.4,13
강서구,22,0.021,0.4,14
구로구,18,0.019,0.3,9
영등포구,23,0.016,0.2,14
동작구,27,0.019,0.4,14
관악구,24,0.022,0.4,13
금천구,26,0.017,0.4,15
양천구,23,0.017,0.3,15
강남구,23,0.017,0.4,16
서초구,24,0.019,0.3,11
송파구,27,0.025,0.4,17
강동구,23,0.014,0.4,14
중구,9,0.023,0.4,8
종로구,10,0.025,0.2,7
용산구,10,0.021,0.3,6
은평구,9,0.023,0.4,5
서대문구,6,0.024,0.3,3
마포구,10,0.021,0.4,6
광진구,10,0.029,0.4,5
성동구,10,0.017,0.3,6
중랑구,10,0.022,0.4,6
동대문구,9,0.026,0.4,4
성북구,12,0.021,0.4,4
도봉구,10,0.023,0.2,4
강북구,12,0.022,0.3,8
노원구,10,0.029,0.3,6
강서구,8,0.027,0.3,6
구로구,7,0.022,0.3,3
영등포구,10,0.022,0.2,6
동작구,12,0.023,0.4,6
관악구,10,0.026,0.4,5
금천구,11,0.02,0.3,7
양천구,10,0.02,0.2,7
강남구,10,0.022,0.4,8
서초구,8,0.024,0.3,4
송파구,15,0.023,0.3,5
강동구,9,0.017,0.4,6
중구,15,0.007,0.4,9
종로구,13,0.008,0.2,7
용산구,13,0.007,0.3,6
은평구,11,0.007,0.3,5
서대문구,6,0.008,0.2,3
마포구,14,0.007,0.4,6
광진구,13,0.009,0.3,5
성동구,14,0.007,0.3,6
중랑구,13,0.009,0.3,6
동대문구,13,0.008,0.3,4
성북구,13,0.007,0.4,5
도봉구,10,0.006,0.2,1
강북구,16,0.006,0.3,7
노원구,11,0.009,0.3,6
강서구,13,0.008,0.3,7
구로구,8,0.01,0.3,3
영등포구,15,0.007,0.2,6
동작구,15,0.009,0.4,6
관악구,14,0.01,0.3,5
금천구,15,0.006,0.3,8
양천구,16,0.006,0.2,7
강남구,13,0.008,0.3,8
서초구,10,0.013,0.2,4
송파구,14,0.008,0.3,6
강동구,13,0.006,0.3,6
중구,10,0.01,0.3,6
종로구,9,0.014,0.2,5
용산구,10,0.014,0.3,5
은평구,7,0.018,0.3,4
서대문구,5,0.018,0.2,2
마포구,10,0.016,0.3,5
광진구,11,0.016,0.3,3
성동구,9,0.013,0.3,6
중랑구,10,0.016,0.3,5
동대문구,9,0.013,0.3,3
성북구,10,0.011,0.4,4
도봉구,8,0.012,0.2,2
강북구,12,0.01,0.3,5
노원구,8,0.015,0.3,5
강서구,10,0.02,0.2,6
구로구,7,0.017,0.2,2
영등포구,12,0.017,0.2,6
동작구,12,0.017,0.4,6
관악구,12,0.019,0.3,6
금천구,12,0.015,0.3,7
양천구,12,0.015,0.2,6
강남구,10,0.015,0.3,6
서초구,9,0.021,0.2,4
송파구,10,0.015,0.3,5
강동구,9,0.01,0.3,5
중구,16,0.014,0.4,11
종로구,15,0.015,0.2,9
용산구,15,0.011,0.3,8
은평구,11,0.019,0.3,5
서대문구,7,0.02,0.2,2
마포구,15,0.014,0.4,8
광진구,15,0.017,0.4,7
성동구,14,0.015,0.3,9
중랑구,16,0.016,0.3,8
동대문구,15,0.014,0.4,6
성북구,15,0.011,0.5,6
도봉구,15,0.012,0.2,6
강북구,20,0.012,0.4,9
노원구,16,0.017,0.4,9
강서구,12,0.014,0.4,8
구로구,10,0.01,0.3,3
영등포구,17,0.011,0.3,10
동작구,16,0.01,0.4,7
관악구,18,0.011,0.4,9
금천구,14,0.013,0.4,9
양천구,15,0.01,0.3,10
강남구,15,0.011,0.4,10
서초구,12,0.011,0.3,6
송파구,15,0.012,0.4,8
강동구,15,0.011,0.3,10
중구,28,0.016,0.5,22
종로구,29,0.019,0.3,19
용산구,31,0.014,0.4,20
은평구,27,0.016,0.4,16
서대문구,20,0.018,0.3,12
마포구,26,0.017,0.4,19
광진구,29,0.02,0.4,20
성동구,30,0.015,0.4,20
중랑구,32,0.016,0.4,20
동대문구,28,0.019,0.4,18
성북구,27,0.016,0.5,17
도봉구,26,0.016,0.2,15
강북구,33,0.014,0.4,18
노원구,26,0.023,0.4,17
강서구,25,0.019,0.4,15
구로구,22,0.017,0.3,11
영등포구,30,0.017,0.3,19
동작구,31,0.014,0.2,17
관악구,29,0.019,0.4,17
금천구,26,0.018,0.4,17
양천구,27,0.016,0.3,17
강남구,31,0.016,0.4,23
서초구,28,0.016,0.3,15
송파구,30,0.015,0.4,21
강동구,31,0.016,0.4,21
중구,16,0.017,0.3,10
종로구,16,0.017,0.2,9
용산구,16,0.014,0.3,8
은평구,12,0.018,0.3,6
서대문구,9,0.018,0.2,4
마포구,15,0.016,0.3,7
광진구,18,0.023,0.4,8
성동구,16,0.016,0.3,9
중랑구,18,0.015,0.3,9
동대문구,16,0.017,0.3,7
성북구,15,0.016,0.4,6
도봉구,12,0.018,0.2,4
강북구,16,0.016,0.3,8
노원구,14,0.019,0.3,8
강서구,14,0.02,0.2,7
구로구,13,0.018,0.2,4
영등포구,17,0.017,0.2,7
동작구,17,0.017,0.1,8
관악구,16,0.02,0.3,6
금천구,16,0.017,0.3,9
양천구,18,0.016,0.2,8
강남구,15,0.02,0.3,9
서초구,13,0.021,0.2,6
송파구,19,0.016,0.3,8
강동구,15,0.014,0.3,10
중구,39,0.003,0.4,30
종로구,37,0.005,0.2,23
용산구,38,0.003,0.3,24
은평구,30,0.006,0.3,21
서대문구,22,0.006,0.3,15
마포구,36,0.004,0.3,27
광진구,34,0.005,0.4,25
성동구,34,0.004,0.3,22
중랑구,38,0.006,0.3,24
동대문구,37,0.005,0.3,23
성북구,30,0.004,0.5,20
도봉구,28,0.004,0.3,18
강북구,44,0.004,0.3,28
노원구,33,0.006,0.3,21
강서구,37,0.006,0.3,23
구로구,30,0.008,0.2,15
영등포구,38,0.005,0.2,28
동작구,41,0.007,0.3,27
관악구,35,0.009,0.3,21
금천구,37,0.007,0.3,26
양천구,39,0.005,0.2,26
강남구,35,0.004,0.4,26
서초구,33,0.011,0.3,17
송파구,38,0.005,0.3,21
강동구,37,0.004,0.3,23
중구,42,0.007,0.3,34
종로구,40,0.01,0.2,26
용산구,39,0.008,0.2,26
은평구,35,0.01,0.3,24
서대문구,25,0.009,0.2,17
마포구,37,0.008,0.2,33
광진구,36,0.01,0.4,26
성동구,34,0.007,0.3,25
중랑구,39,0.008,0.3,26
동대문구,39,0.011,0.2,26
성북구,33,0.009,0.3,21
도봉구,29,0.011,0.1,18
강북구,48,0.008,0.2,34
노원구,35,0.009,0.2,22
강서구,43,0.009,0.2,28
구로구,32,0.011,0.2,18
영등포구,43,0.009,0.2,31
동작구,45,0.01,0.2,32
관악구,41,0.011,0.2,28
금천구,42,0.008,0.2,29
양천구,47,0.008,0.2,32
강남구,37,0.009,0.3,27
서초구,33,0.014,0.2,18
송파구,37,0.008,0.3,26
강동구,37,0.006,0.3,24
중구,17,0.012,0.3,13
종로구,16,0.014,0.2,11
용산구,15,0.013,0.2,9
은평구,11,0.017,0.3,7
서대문구,7,0.017,0.2,4
마포구,14,0.014,0.3,11
광진구,16,0.018,0.4,9
성동구,15,0.013,0.3,11
중랑구,17,0.015,0.2,11
동대문구,15,0.016,0.3,9
성북구,14,0.013,0.4,7
도봉구,10,0.017,0.2,5
강북구,16,0.012,0.3,11
노원구,14,0.014,0.2,8
강서구,15,0.013,0.2,11
구로구,7,0.018,0.2,5
영등포구,17,0.014,0.2,11
동작구,18,0.016,0.3,11
관악구,16,0.019,0.3,9
금천구,18,0.013,0.3,12
양천구,18,0.011,0.2,11
강남구,15,0.016,0.3,11
서초구,12,0.021,0.2,6
송파구,14,0.016,0.3,9
강동구,16,0.011,0.3,10
중구,11,0.014,0.3,7
종로구,13,0.016,0.2,6
용산구,12,0.014,0.2,6
은평구,10,0.019,0.3,4
서대문구,6,0.017,0.3,3
마포구,12,0.015,0.3,7
광진구,11,0.02,0.4,5
성동구,11,0.015,0.3,6
중랑구,12,0.017,0.2,6
동대문구,11,0.018,0.3,4
성북구,11,0.015,0.4,4
도봉구,10,0.016,0.2,3
강북구,13,0.012,0.3,6
노원구,9,0.016,0.3,5
강서구,13,0.014,0.2,7
구로구,5,0.022,0.2,3
영등포구,14,0.017,0.2,7
동작구,14,0.016,0.3,7
관악구,13,0.019,0.3,6
금천구,15,0.015,0.3,9
양천구,16,0.013,0.2,9
강남구,12,0.018,0.3,8
서초구,9,0.023,0.2,4
송파구,11,0.018,0.3,5
강동구,10,0.012,0.3,6
중구,14,0.007,0.3,10
종로구,15,0.008,0.2,9
용산구,17,0.007,0.2,9
은평구,13,0.009,0.3,7
서대문구,8,0.008,0.3,4
마포구,14,0.007,0.3,8
광진구,17,0.009,0.5,9
성동구,15,0.007,0.3,8
중랑구,19,0.008,0.2,10
동대문구,15,0.008,0.3,7
성북구,15,0.008,0.4,6
도봉구,15,0.007,0.2,4
강북구,22,0.006,0.3,9
노원구,14,0.008,0.3,8
강서구,15,0.007,0.2,9
구로구,9,0.012,0.2,5
영등포구,16,0.008,0.2,9
동작구,20,0.008,0.3,11
관악구,18,0.01,0.3,10
금천구,20,0.007,0.3,13
양천구,18,0.006,0.3,11
강남구,17,0.008,0.3,10
서초구,13,0.013,0.2,7
송파구,17,0.008,0.3,9
강동구,16,0.006,0.3,11
중구,19,0.023,0.4,16
종로구,24,0.025,0.3,17
용산구,26,0.021,0.3,17
은평구,22,0.024,0.4,13
서대문구,18,0.023,0.4,11
마포구,20,0.021,0.4,15
광진구,26,0.01,0.5,18
성동구,25,0.023,0.4,18
중랑구,27,0.022,0.3,17
동대문구,23,0.026,0.5,14
성북구,25,0.022,0.5,16
도봉구,24,0.021,0.3,13
강북구,31,0.019,0.4,18
노원구,24,0.025,0.4,16
강서구,20,0.021,0.4,13
구로구,18,0.028,0.3,11
영등포구,23,0.024,0.2,15
동작구,32,0.023,0.4,21
관악구,25,0.029,0.4,15
금천구,26,0.023,0.4,18
양천구,22,0.02,0.4,15
강남구,25,0.025,0.4,19
서초구,25,0.032,0.3,14
송파구,26,0.023,0.4,18
강동구,27,0.018,0.4,19
중구,20,0.023,0.4,16
종로구,21,0.024,0.3,14
용산구,22,0.021,0.4,14
은평구,19,0.024,0.4,10
서대문구,13,0.024,0.4,9
마포구,19,0.019,0.4,13
광진구,18,0.01,0.5,13
성동구,20,0.021,0.4,15
중랑구,21,0.022,0.3,13
동대문구,20,0.025,0.4,12
성북구,22,0.021,0.5,12
도봉구,20,0.022,0.3,10
강북구,24,0.018,0.4,13
노원구,18,0.025,0.4,11
강서구,17,0.021,0.4,12
구로구,14,0.032,0.3,10
영등포구,21,0.021,0.3,13
동작구,27,0.02,0.5,18
관악구,23,0.025,0.5,14
금천구,26,0.019,0.4,16
양천구,21,0.019,0.4,13
강남구,17,0.02,0.4,8
서초구,21,0.033,0.3,13
송파구,17,0.023,0.4,12
강동구,17,0.018,0.4,13
중구,10,0.012,0.4,7
종로구,12,0.012,0.4,6
용산구,12,0.01,0.3,6
은평구,6,0.016,0.4,4
서대문구,6,0.017,0.3,3
마포구,11,0.01,0.4,6
광진구,10,0.004,0.4,3
성동구,11,0.01,0.4,7
중랑구,10,0.012,0.2,5
동대문구,11,0.01,0.4,5
성북구,12,0.009,0.6,4
도봉구,10,0.009,0.3,3
강북구,13,0.011,0.4,5
노원구,9,0.014,0.4,5
강서구,13,0.009,0.5,9
구로구,6,0.023,0.3,4
영등포구,13,0.008,0.4,6
동작구,15,0.008,0.5,7
관악구,13,0.01,0.5,6
금천구,13,0.01,0.4,8
양천구,12,0.009,0.4,7
강남구,11,0.008,0.4,1
서초구,9,0.015,0.3,5
송파구,12,0.009,0.4,6
강동구,9,0.009,0.3,5
중구,12,0.017,0.4,8
종로구,13,0.018,0.4,7
용산구,14,0.014,0.3,6
은평구,10,0.021,0.4,5
서대문구,5,0.022,0.3,3
마포구,12,0.016,0.4,7
광진구,11,0.015,0.4,3
성동구,13,0.019,0.3,8
중랑구,13,0.016,0.2,6
동대문구,12,0.016,0.4,4
성북구,15,0.014,0.5,5
도봉구,15,0.013,0.3,4
강북구,16,0.014,0.3,7
노원구,12,0.021,0.3,6
강서구,12,0.013,0.4,7
구로구,8,0.021,0.3,3
영등포구,16,0.012,0.4,6
동작구,19,0.007,0.2,8
관악구,15,0.012,0.4,6
금천구,16,0.014,0.4,9
양천구,14,0.011,0.4,8
강남구,12,0.014,0.4,1
서초구,11,0.018,0.3,4
송파구,13,0.017,0.4,6
강동구,12,0.013,0.3,6
중구,12,0.018,0.4,9
종로구,12,0.019,0.4,8
용산구,14,0.016,0.3,7
은평구,13,0.019,0.5,8
서대문구,7,0.019,0.4,3
마포구,14,0.016,0.4,9
광진구,11,0.019,0.4,4
성동구,12,0.019,0.3,7
중랑구,12,0.016,0.2,6
동대문구,12,0.017,0.4,6
성북구,14,0.015,0.4,6
도봉구,12,0.018,0.2,4
강북구,14,0.014,0.3,8
노원구,11,0.022,0.3,7
강서구,19,0.016,0.4,13
구로구,13,0.025,0.3,7
영등포구,18,0.015,0.4,11
동작구,21,0.013,0.1,13
관악구,19,0.016,0.5,11
금천구,24,0.015,0.5,17
양천구,20,0.016,0.4,14
강남구,11,0.014,0.4,3
서초구,11,0.02,0.3,6
송파구,14,0.012,0.4,7
강동구,11,0.011,0.3,7
중구,9,0.032,0.3,6
종로구,8,0.031,0.3,5
용산구,10,0.026,0.3,5
은평구,7,0.033,0.4,4
서대문구,5,0.03,0.3,2
마포구,9,0.026,0.3,5
광진구,8,0.034,0.4,4
성동구,8,0.028,0.3,6
중랑구,8,0.024,0.2,4
동대문구,7,0.03,0.3,4
성북구,9,0.025,0.3,2
도봉구,9,0.026,0.2,2
강북구,7,0.023,0.3,3
노원구,5,0.029,0.2,3
강서구,9,0.031,0.3,6
구로구,6,0.033,0.2,3
영등포구,10,0.028,0.3,5
동작구,11,0.026,0.1,5
관악구,11,0.029,0.4,5
금천구,9,0.028,0.3,6
양천구,10,0.028,0.4,7
강남구,6,0.029,0.3,5
서초구,8,0.034,0.1,2
송파구,9,0.03,0.3,5
강동구,8,0.024,0.3,5
중구,3,0.023,0.3,2
종로구,5,0.023,0.3,2
용산구,6,0.02,0.2,2
은평구,4,0.025,0.4,2
서대문구,3,0.021,0.3,1
마포구,5,0.019,0.3,2
광진구,4,0.028,0.3,1
성동구,6,0.02,0.2,3
중랑구,6,0.018,0.2,2
동대문구,5,0.02,0.3,1
성북구,8,0.018,0.3,1
도봉구,7,0.023,0.1,1
강북구,4,0.02,0.2,2
노원구,4,0.028,0.2,2
강서구,5,0.022,0.3,3
구로구,3,0.023,0.2,1
영등포구,7,0.016,0.3,2
동작구,8,0.018,0.1,2
관악구,7,0.017,0.3,2
금천구,6,0.019,0.3,2
양천구,6,0.02,0.3,2
강남구,4,0.02,0.3,3
서초구,4,0.022,0.1,1
송파구,5,0.021,0.3,3
강동구,6,0.017,0.3,2
중구,10,0.027,0.3,4
종로구,6,0.03,0.3,3
용산구,6,0.027,0.2,2
은평구,3,0.037,0.4,1
서대문구,3,0.013,0.3,1
마포구,5,0.027,0.3,2
광진구,4,0.038,0.2,1
성동구,7,0.03,0.2,3
중랑구,4,0.028,0.2,2
동대문구,5,0.028,0.3,1
성북구,8,0.025,0.3,1
도봉구,8,0.031,0.1,2
강북구,6,0.027,0.2,2
노원구,4,0.036,0.2,2
강서구,7,0.03,0.3,2
구로구,3,0.031,0.3,1
영등포구,8,0.025,0.3,2
동작구,7,0.025,0.1,2
관악구,7,0.026,0.3,2
금천구,5,0.027,0.3,3
양천구,6,0.027,0.3,2
강남구,5,0.029,0.3,3
서초구,5,0.033,0.1,1
송파구,6,0.031,0.3,3
강동구,4,0.026,0.3,2
중구,21,0.018,0.5,16
종로구,20,0.021,0.5,12
용산구,16,0.02,0.4,9
은평구,14,0.028,0.5,9
서대문구,11,0.017,0.4,6
마포구,16,0.022,0.5,11
광진구,16,0.028,0.4,10
성동구,19,0.021,0.3,12
중랑구,16,0.025,0.4,9
동대문구,18,0.022,0.5,10
성북구,20,0.02,0.5,11
도봉구,22,0.023,0.3,12
강북구,22,0.019,0.4,11
노원구,13,0.032,0.4,8
강서구,17,0.024,0.4,11
구로구,12,0.03,0.3,7
영등포구,19,0.021,0.5,13
동작구,20,0.021,0.4,12
관악구,17,0.022,0.5,10
금천구,18,0.024,0.4,11
양천구,20,0.021,0.4,12
강남구,17,0.022,0.4,12
서초구,17,0.027,0.3,9
송파구,15,0.023,0.4,9
강동구,16,0.019,0.4,10
중구,22,0.019,0.6,17
종로구,24,0.019,0.5,16
용산구,22,0.016,0.5,14
은평구,18,0.02,0.6,11
서대문구,13,0.021,0.5,7
마포구,22,0.015,0.6,17
광진구,23,0.024,0.5,16
성동구,23,0.016,0.5,17
중랑구,26,0.021,0.5,16
동대문구,23,0.017,0.6,14
성북구,24,0.017,0.6,14
도봉구,22,0.021,0.4,13
강북구,25,0.018,0.5,15
노원구,22,0.022,0.5,14
강서구,22,0.024,0.5,17
구로구,17,0.027,0.4,11
영등포구,23,0.016,0.6,16
동작구,26,0.016,0.5,17
관악구,24,0.017,0.6,15
금천구,24,0.013,0.6,16
양천구,26,0.021,0.5,17
강남구,23,0.019,0.5,17
서초구,23,0.022,0.4,11
송파구,24,0.017,0.5,16
강동구,25,0.015,0.5,18
중구,29,0.052,0.5,22
종로구,29,0.051,0.5,21
용산구,29,0.043,0.5,21
은평구,25,0.056,0.6,17
서대문구,20,0.051,0.5,15
마포구,27,0.044,0.5,20
광진구,27,0.058,0.5,20
성동구,28,0.042,0.4,21
중랑구,30,0.042,0.5,21
동대문구,27,0.054,0.5,19
성북구,28,0.044,0.6,18
도봉구,28,0.05,0.4,18
강북구,31,0.041,0.5,21
노원구,27,0.051,0.5,19
강서구,28,0.055,0.5,20
구로구,24,0.059,0.4,15
영등포구,28,0.049,0.6,20
동작구,33,0.042,0.5,22
관악구,29,0.05,0.5,18
금천구,29,0.044,0.5,20
양천구,31,0.051,0.5,21
강남구,27,0.052,0.5,22
서초구,31,0.056,0.4,15
송파구,29,0.05,0.5,21
강동구,30,0.04,0.5,21
중구,17,0.028,0.4,12
종로구,18,0.029,0.4,11
용산구,17,0.027,0.4,10
은평구,17,0.03,0.6,10
서대문구,11,0.03,0.4,7
마포구,17,0.027,0.4,10
광진구,16,0.036,0.4,9
성동구,18,0.022,0.4,11
중랑구,20,0.027,0.4,12
동대문구,17,0.033,0.4,9
